City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Predivinsk,RU,2021-01-19 17:00:52,57.0669,93.4378,-2.22,91,100,5.57
294,Mega,ET,2021-01-19 17:00:52,4.05,38.3,71.37,23,99,10.89
295,Fort Nelson,CA,2021-01-19 17:00:28,58.8053,-122.7002,21.2,93,75,6.91
296,Fairbanks,US,2021-01-19 16:59:02,64.8378,-147.7164,24.8,86,90,11.5
297,Vermilion,US,2021-01-19 17:00:53,40.1667,-87.7506,32.0,64,40,8.05
298,Kavieng,PG,2021-01-19 17:00:53,-2.5744,150.7967,81.32,78,100,11.74
299,Natchitoches,US,2021-01-19 17:00:53,31.7668,-93.1335,64.4,59,40,5.08
300,Sao Filipe,CV,2021-01-19 17:00:54,14.8961,-24.4956,74.68,62,100,9.26
301,Vanavara,RU,2021-01-19 17:00:54,60.34,102.2797,-29.9,84,100,3.71
302,Khandyga,RU,2021-01-19 17:00:54,62.6667,135.6,-46.3,77,100,0.36
303,Mogadishu,SO,2021-01-19 16:58:44,2.0371,45.3438,77.5,72,89,23.38
304,Dodge City,US,2021-01-19 16:56:45,37.7528,-100.0171,36.0,64,75,11.5
305,Palimbang,PH,2021-01-19 17:00:54,6.2106,124.1894,78.84,77,50,4.03
306,Mirnyy,RU,2021-01-19 17:00:55,62.5353,113.9611,-46.03,77,100,5.95
307,Oranjestad,AW,2021-01-19 17:00:55,12.524,-70.027,82.4,74,40,19.57
308,Roald,NO,2021-01-19 17:00:55,62.5833,6.1333,35.6,64,40,14.97
309,Fortuna,US,2021-01-19 17:00:55,40.5982,-124.1573,50.0,87,1,6.91
310,Muscat,OM,2021-01-19 16:56:22,23.6139,58.5922,75.2,46,0,4.61
311,Bekovo,RU,2021-01-19 17:00:56,52.4663,43.712,-5.21,91,90,3.2
312,Sucua,EC,2021-01-19 17:00:56,-2.4667,-78.1667,73.4,78,75,4.61
313,Boyuibe,BO,2021-01-19 17:00:56,-20.4167,-63.2833,80.6,57,27,9.01
314,Mabaruma,GY,2021-01-19 17:00:57,8.2,-59.7833,78.26,90,71,6.8
315,Pemangkat,ID,2021-01-19 17:00:57,1.1667,108.9667,77.7,88,100,9.35
316,Egvekinot,RU,2021-01-19 17:00:57,66.3167,-179.1667,-24.11,86,29,1.99
317,Skaelskor,DK,2021-01-19 17:00:58,55.2506,11.2935,37.0,96,100,4.0
318,Hasaki,JP,2021-01-19 17:00:58,35.7333,140.8333,32.0,51,0,5.75
319,Cidreira,BR,2021-01-19 17:00:58,-30.1811,-50.2056,76.32,57,1,11.63
320,Astoria,US,2021-01-19 17:00:17,46.1879,-123.8313,39.0,93,1,7.76
321,Tabuny,RU,2021-01-19 17:00:58,52.7773,78.7896,-8.46,89,90,4.36
322,Turayf,SA,2021-01-19 17:00:58,31.6725,38.6637,51.8,37,0,16.11
323,Vila Franca Do Campo,PT,2021-01-19 17:00:58,37.7167,-25.4333,62.01,63,40,28.77
324,Nanortalik,GL,2021-01-19 17:00:59,60.1432,-45.2371,30.67,86,44,11.88
325,Bereda,ES,2021-01-19 17:00:59,43.2686,-7.5406,51.01,59,100,14.0
326,Dongsheng,CN,2021-01-19 17:01:00,39.8161,109.9776,20.34,70,0,10.11
327,Gatton,AU,2021-01-19 17:01:00,-27.55,152.2833,71.01,88,90,5.08
328,Maicanesti,RO,2021-01-19 17:01:00,45.5,27.5,23.86,93,55,7.56
329,Codrington,AU,2021-01-19 17:01:01,-38.2667,141.9667,48.06,89,0,6.04
330,Mayumba,GA,2021-01-19 17:01:01,-3.432,10.6554,79.83,72,85,5.7
331,Suchil,MX,2021-01-19 17:01:01,23.6333,-103.9167,62.83,41,100,9.06
332,Lamlash,GB,2021-01-19 17:01:02,55.5336,-5.1296,39.2,93,75,10.36
333,Kolokani,ML,2021-01-19 17:01:02,13.5728,-8.0339,91.96,10,0,9.66
334,Tiksi,RU,2021-01-19 17:01:03,71.6872,128.8694,-26.41,86,100,2.89
335,Alofi,NU,2021-01-19 17:01:03,-19.0595,-169.9187,71.6,100,73,1.14
336,Tomatlan,MX,2021-01-19 17:01:04,19.9333,-105.25,86.68,40,79,2.95
337,Nancha,CN,2021-01-19 17:01:05,47.1333,129.2667,-10.43,83,2,2.06
338,Torbay,CA,2021-01-19 17:01:05,47.6666,-52.7314,39.0,100,90,13.8
339,Antigonish,CA,2021-01-19 17:01:05,45.6169,-61.9986,21.0,77,92,7.0
340,Saint Anthony,US,2021-01-19 17:01:05,45.0205,-93.218,16.0,79,90,4.61
341,Muros,ES,2021-01-19 17:01:05,42.7762,-9.0603,54.0,85,100,29.75
342,Bulgan,MN,2021-01-19 17:01:06,48.8125,103.5347,13.89,78,1,4.7
343,Whitehorse,CA,2021-01-19 17:00:41,60.7161,-135.0538,30.2,69,75,8.05
344,Ihosy,MG,2021-01-19 17:01:06,-22.4,46.1167,73.24,89,100,9.08
345,Khor,RU,2021-01-19 17:01:06,47.8861,134.9464,-14.15,85,0,10.27
346,Nelipyno,UA,2021-01-19 17:01:06,48.561,23.0315,23.0,86,90,8.95
347,Chimbote,PE,2021-01-19 17:01:06,-9.0853,-78.5783,77.13,64,71,11.5
348,Guilin,CN,2021-01-19 17:01:06,25.2819,110.2864,41.0,87,0,1.3
349,Nome,US,2021-01-19 17:01:07,64.5011,-165.4064,-2.2,78,1,18.41
350,Puerto Del Rosario,ES,2021-01-19 16:56:25,28.5004,-13.8627,64.4,68,20,6.91
351,Nishihara,JP,2021-01-19 17:01:07,26.1842,127.7558,62.6,67,40,3.44
352,Oriximina,BR,2021-01-19 17:01:07,-1.7656,-55.8661,88.92,56,95,4.32
353,Aksarka,RU,2021-01-19 17:01:07,66.5606,67.7975,-22.92,87,100,3.74
354,Valdivia,CL,2021-01-19 16:58:13,-39.8142,-73.2459,78.8,50,0,5.75
355,Tasiilaq,GL,2021-01-19 17:01:08,65.6145,-37.6368,15.8,73,20,10.36
356,Manggar,ID,2021-01-19 17:01:08,-2.8833,108.2667,78.76,80,100,10.51
357,Atambua,ID,2021-01-19 17:01:08,-9.1061,124.8925,73.17,91,100,1.9
358,Aguimes,ES,2021-01-19 17:01:08,27.9054,-15.4461,64.99,68,75,4.61
359,Nhulunbuy,AU,2021-01-19 17:01:08,-12.2333,136.7667,78.8,89,100,4.61
360,Arlit,NE,2021-01-19 17:01:08,18.7369,7.3853,76.41,16,0,12.1
361,Haapsalu,EE,2021-01-19 17:01:09,58.9431,23.5414,28.0,93,0,8.05
362,Bouloupari,NC,2021-01-19 17:01:09,-21.8667,166.05,75.2,100,75,2.3
363,Banda Aceh,ID,2021-01-19 17:01:09,5.5577,95.3222,77.74,84,98,9.86
364,Bojnurd,IR,2021-01-19 17:01:09,37.4747,57.329,46.4,36,0,6.91
365,Belozerskoye,RU,2021-01-19 17:01:10,55.8214,65.5842,-0.02,91,100,6.35
366,Rawson,AR,2021-01-19 17:01:10,-43.3002,-65.1023,78.91,34,12,4.63
367,West Odessa,US,2021-01-19 17:01:10,31.8424,-102.4988,46.0,49,1,20.71
368,Kenai,US,2021-01-19 17:01:10,60.5544,-151.2583,30.2,69,40,23.02
369,Carndonagh,IE,2021-01-19 17:01:10,55.25,-7.2667,41.36,95,100,2.75
370,Fargo,US,2021-01-19 17:00:40,46.8772,-96.7898,5.0,85,90,20.71
371,Konevo,RU,2021-01-19 17:01:10,62.1215,39.3192,12.34,96,97,6.22
372,Chernyshevskiy,RU,2021-01-19 17:01:10,63.0128,112.4714,-46.3,79,100,6.38
373,Bani Walid,LY,2021-01-19 17:01:11,31.7566,13.9942,52.41,53,57,6.26
374,Garden City,US,2021-01-19 17:00:46,42.3256,-83.331,33.8,64,90,12.66
375,Kailua,US,2021-01-19 17:01:11,21.4022,-157.7394,71.6,94,90,14.97
376,Mount Pleasant,US,2021-01-19 16:59:34,32.7941,-79.8626,60.01,33,1,1.61
377,Marsa Matruh,EG,2021-01-19 17:01:11,31.3525,27.2453,57.2,62,75,13.8
378,The Valley,AI,2021-01-19 17:01:11,18.217,-63.0578,82.4,74,75,16.11
379,Teguise,ES,2021-01-19 17:01:12,29.0605,-13.564,64.4,72,20,6.91
380,Te Anau,NZ,2021-01-19 17:01:12,-45.4167,167.7167,43.63,89,100,10.51
381,Garowe,SO,2021-01-19 17:01:12,8.4054,48.4845,77.41,30,87,15.52
382,Linxia,CN,2021-01-19 17:01:12,35.6003,103.2064,25.56,69,100,2.55
383,Borogontsy,RU,2021-01-19 17:01:12,62.6683,131.1683,-51.72,75,24,5.55
384,Pombia,IT,2021-01-19 17:01:12,45.653,8.6336,39.2,75,75,4.61
385,Anloga,GH,2021-01-19 17:01:13,5.7947,0.8973,86.0,70,20,14.97
386,Novyy Urengoy,RU,2021-01-19 17:01:13,66.0833,76.6333,-12.78,89,99,7.16
387,Palamos,ES,2021-01-19 17:01:13,41.8484,3.1291,53.01,25,0,11.41
388,Ariguani,CO,2021-01-19 17:01:13,10.25,-74.0,91.99,47,98,1.01
389,Faya,SA,2021-01-19 17:01:13,18.3851,42.4509,59.0,82,0,4.61
390,Lander,US,2021-01-19 17:01:13,42.833,-108.7307,25.0,74,1,3.44
391,Rocha,UY,2021-01-19 17:00:33,-34.4833,-54.3333,90.84,25,0,4.47
392,Leningradskiy,RU,2021-01-19 17:01:13,69.3833,178.4167,-16.91,87,100,14.67
393,Poum,NC,2021-01-19 17:01:14,-20.2333,164.0167,80.65,80,96,7.72
394,Barreirinhas,BR,2021-01-19 17:01:14,-2.7469,-42.8264,82.33,79,99,12.03
395,Pervoye Maya,RU,2021-01-19 17:01:14,56.164,44.7196,-2.0,84,40,2.24
396,Merauke,ID,2021-01-19 17:01:14,-8.4667,140.3333,81.59,78,86,4.9
397,Qasigiannguit,GL,2021-01-19 17:01:14,68.8193,-51.1922,21.2,68,75,1.14
398,Laguna,US,2021-01-19 17:01:14,38.421,-121.4238,55.0,26,1,20.71
399,Anchorage,US,2021-01-19 16:59:53,61.2181,-149.9003,32.0,80,90,17.27
400,Kerman,IR,2021-01-19 17:01:15,30.2832,57.0788,44.6,15,0,4.61
401,Omsukchan,RU,2021-01-19 17:01:15,62.5333,155.8,-42.34,77,53,5.5
402,Hervey Bay,AU,2021-01-19 16:58:14,-25.2986,152.8535,72.0,89,40,1.01
403,Dakar,SN,2021-01-19 16:58:38,14.6937,-17.4441,71.6,56,92,9.22
404,Svetlogorsk,BY,2021-01-19 17:01:15,52.6333,29.7333,1.44,93,97,2.35
405,Palauig,PH,2021-01-19 17:01:15,15.435,119.9045,78.64,69,92,3.13
406,Lebanon,US,2021-01-19 17:01:16,36.2081,-86.2911,54.0,43,92,8.37
407,Berlevag,NO,2021-01-19 17:01:16,70.8578,29.0864,26.6,68,75,17.27
408,Pangnirtung,CA,2021-01-19 17:01:16,66.1451,-65.7125,30.2,59,75,21.85
409,Abu Zabad,SD,2021-01-19 17:01:16,12.35,29.25,72.43,20,34,11.65
410,San Juan,AR,2021-01-19 17:01:17,-31.5375,-68.5364,91.8,16,0,7.02
411,Mackay,AU,2021-01-19 17:01:17,-21.15,149.2,71.6,94,40,4.61
412,Soeng Sang,TH,2021-01-19 17:01:17,14.4264,102.4606,61.09,67,47,1.86
413,Sisimiut,GL,2021-01-19 17:01:17,66.9395,-53.6735,25.39,84,100,4.36
414,Havre-Saint-Pierre,CA,2021-01-19 17:01:17,50.2334,-63.5986,15.8,73,90,12.66
415,Eenhana,NA,2021-01-19 17:01:17,-17.4667,16.3333,96.8,17,40,8.05
416,Fort Frances,CA,2021-01-19 17:01:18,48.5999,-93.4003,0.0,71,90,5.75
417,Mbandaka,CD,2021-01-19 17:01:18,0.0487,18.2603,82.0,66,63,4.79
418,Basco,PH,2021-01-19 17:01:18,20.4487,121.9702,75.04,81,92,25.43
419,Rorvik,NO,2021-01-19 17:01:18,64.8621,11.2373,26.6,68,0,13.8
420,Black River,JM,2021-01-19 17:01:18,18.0264,-77.8487,82.99,69,75,19.57
421,Pogradec,AL,2021-01-19 17:01:18,40.9025,20.6525,28.4,64,0,3.44
422,Yining,CN,2021-01-19 17:01:19,29.0361,114.5636,43.47,60,0,1.43
423,Elk City,US,2021-01-19 17:01:19,35.412,-99.4043,39.2,60,75,11.5
424,Fengrun,CN,2021-01-19 17:01:19,39.8333,118.1167,21.0,74,0,5.01
425,Bajil,YE,2021-01-19 17:01:19,15.0584,43.2851,78.98,65,31,5.03
426,Yermakovskoye,RU,2021-01-19 17:01:20,53.2831,92.4003,7.59,90,52,4.45
427,Dunedin,NZ,2021-01-19 16:59:30,-45.8742,170.5036,52.0,61,53,16.87
428,Federal Way,US,2021-01-19 17:01:20,47.3223,-122.3126,39.0,93,90,5.75
429,Oxapampa,PE,2021-01-19 17:01:20,-10.5775,-75.4017,66.9,76,89,4.43
430,Algiers,DZ,2021-01-19 16:57:10,36.7525,3.042,57.2,77,17,5.75
431,Dwarka,IN,2021-01-19 17:01:20,22.2394,68.9678,70.86,55,0,9.91
432,Sinjai,ID,2021-01-19 17:01:20,-5.1241,120.253,75.47,85,100,3.69
433,Niksic,ME,2021-01-19 17:01:20,42.7731,18.9445,41.0,56,20,1.14
434,Sola,VU,2021-01-19 17:01:21,-13.8833,167.55,82.83,77,87,7.74
435,Haines Junction,CA,2021-01-19 17:01:21,60.7522,-137.5108,30.2,74,100,4.61
436,Owensboro,US,2021-01-19 17:01:21,37.7742,-87.1133,44.01,75,1,4.61
437,Boa Vista,BR,2021-01-19 17:00:19,2.8197,-60.6733,89.6,43,75,16.11
438,Severo-Yeniseyskiy,RU,2021-01-19 17:01:21,60.3725,93.0408,-19.39,89,100,2.53
439,Sao Gabriel Da Cachoeira,BR,2021-01-19 17:01:21,-0.1303,-67.0892,86.0,74,40,4.61
440,Berezovyy,RU,2021-01-19 17:01:22,51.6667,135.7,-20.11,74,0,5.99
441,Tabuk,PH,2021-01-19 17:01:22,17.4189,121.4443,70.45,89,100,7.11
442,Micheweni,TZ,2021-01-19 17:01:22,-4.9667,39.8333,81.79,71,100,17.31
443,Cumbitara,CO,2021-01-19 17:01:22,1.6517,-77.5823,67.55,88,97,4.81
444,Barsovo,RU,2021-01-19 17:01:22,61.1667,73.1667,-25.6,75,0,8.95
445,Quixada,BR,2021-01-19 17:01:22,-4.9714,-39.0153,93.45,37,78,8.77
446,Boda,CF,2021-01-19 17:01:22,4.3189,17.4695,85.91,16,0,3.24
447,Vapi,IN,2021-01-19 17:01:23,20.3718,72.9049,74.08,40,0,3.22
448,Koulikoro,ML,2021-01-19 17:01:23,14.0,-7.75,91.58,10,0,9.4
449,Flin Flon,CA,2021-01-19 17:00:03,54.7682,-101.865,-9.4,84,90,4.61
450,Korla,CN,2021-01-19 17:01:23,41.7597,86.1469,22.06,81,92,3.15
451,Lamar,US,2021-01-19 17:01:23,33.6668,-95.5836,54.0,61,90,11.5
452,Lardos,GR,2021-01-19 17:01:23,36.0942,28.0157,50.0,46,0,19.57
453,Terrassa,ES,2021-01-19 17:01:24,41.5667,2.0167,54.0,76,20,8.05
454,Muravlenko,RU,2021-01-19 17:01:24,63.7898,74.523,-21.91,87,95,10.89
455,Santa Cruz De Tenerife,ES,2021-01-19 17:01:24,28.4682,-16.2546,62.01,82,40,13.8
456,Inndyr,NO,2021-01-19 17:01:24,67.0338,14.0276,32.0,51,0,24.16
457,Sobolevo,RU,2021-01-19 17:01:24,54.4299,31.8996,-1.37,93,90,3.13
458,Stornoway,GB,2021-01-19 17:01:25,58.2093,-6.3865,36.0,87,20,3.44
459,Barra Patuca,HN,2021-01-19 17:01:25,15.8,-84.2833,81.1,74,7,13.06
460,Vilyuysk,RU,2021-01-19 17:01:25,63.7553,121.6247,-50.35,75,83,8.16
461,Tupik,RU,2021-01-19 17:01:25,54.4253,119.9327,-20.81,85,97,1.07
462,Pisco,PE,2021-01-19 17:01:25,-13.7,-76.2167,75.2,73,0,8.05
463,Along,IN,2021-01-19 17:01:25,28.1667,94.7667,53.71,80,83,1.36
464,Marystown,CA,2021-01-19 17:01:25,47.1666,-55.1483,34.39,87,50,19.1
465,Punta Alta,AR,2021-01-19 17:01:25,-38.8759,-62.0736,93.34,19,0,8.23
466,Constitucion,CL,2021-01-19 17:01:26,-35.3333,-72.4167,69.26,64,7,7.05
467,Wewak,PG,2021-01-19 17:01:26,-3.5534,143.6268,79.72,80,100,2.84
468,Korba,IN,2021-01-19 17:01:26,22.35,82.6833,67.51,49,3,0.49
469,Itarare,BR,2021-01-19 17:01:26,-24.1125,-49.3317,75.99,99,89,5.01
470,Korem,ET,2021-01-19 17:01:26,12.5058,39.5228,53.8,56,16,5.84
471,Hobyo,SO,2021-01-19 17:01:26,5.3505,48.5268,77.29,76,74,19.95
472,Asekeyevo,RU,2021-01-19 17:01:26,53.5742,52.7972,1.2,93,100,6.51
473,San Luis,AR,2021-01-19 17:00:06,-33.295,-66.3356,87.28,18,0,7.65
474,Peskovka,RU,2021-01-19 17:01:27,59.0448,52.3606,-1.95,91,100,3.49
475,Morristown,US,2021-01-19 16:58:03,36.214,-83.2949,43.0,60,90,4.61
476,Pochutla,MX,2021-01-19 17:01:27,15.7432,-96.4661,89.01,57,75,3.6
477,Kharitonovo,RU,2021-01-19 17:01:27,61.4009,47.4978,0.66,93,100,5.28
478,Ambon,ID,2021-01-19 17:01:27,-3.6954,128.1814,82.99,89,95,1.01
479,Berbera,SO,2021-01-19 17:01:27,10.4396,45.0143,77.0,63,70,9.24
480,Rafaela,AR,2021-01-19 17:00:15,-31.2503,-61.4867,87.01,23,0,5.99
481,Vestmanna,FO,2021-01-19 17:01:28,62.1564,-7.1664,35.6,87,40,9.22
482,Mezen,RU,2021-01-19 17:01:28,65.8522,44.24,14.47,96,98,8.23
483,Thinadhoo,MV,2021-01-19 16:59:04,0.5333,72.9333,81.43,65,36,3.8
484,Necochea,AR,2021-01-19 17:01:28,-38.5473,-58.7368,81.7,38,0,11.03
485,Beloha,MG,2021-01-19 17:01:28,-25.1667,45.05,75.07,78,99,14.65
486,Ugoofaaru,MV,2021-01-19 17:01:28,5.6667,73.0,82.04,70,0,9.91
487,Aklavik,CA,2021-01-19 17:01:28,68.2191,-135.0107,-2.2,84,90,13.8
488,Puerto Ayacucho,VE,2021-01-19 17:01:28,5.6639,-67.6236,90.77,46,76,10.76
489,Vega De Alatorre,MX,2021-01-19 17:01:28,20.0333,-96.6333,74.79,71,42,7.94
490,Abha,SA,2021-01-19 17:01:29,18.2164,42.5053,59.0,82,0,4.61
491,Aden,YE,2021-01-19 17:01:29,12.7794,45.0367,77.0,68,77,9.55
492,Halifax,CA,2021-01-19 16:59:48,44.6453,-63.5724,32.0,54,20,21.85
493,Glubokiy,RU,2021-01-19 17:01:29,48.5217,40.3258,-0.33,92,80,6.69
494,Ilhabela,BR,2021-01-19 16:57:45,-23.7781,-45.3581,82.31,73,100,5.53
495,Hami,CN,2021-01-19 17:01:29,42.8,93.45,17.17,76,95,1.12
496,Gornopravdinsk,RU,2021-01-19 17:01:29,60.05,69.9,-25.02,84,0,1.72
497,Takoradi,GH,2021-01-19 17:01:30,4.8845,-1.7554,81.7,79,25,10.0
498,Taperoa,BR,2021-01-19 17:01:30,-7.2075,-36.8267,91.49,29,77,10.18
499,Fengcheng,CN,2021-01-19 17:01:30,40.4536,124.0717,10.4,86,98,1.79
500,Southend-On-Sea,GB,2021-01-19 17:01:30,51.5378,0.7143,50.0,87,75,14.97
501,Yalutorovsk,RU,2021-01-19 17:01:30,56.6536,66.3006,-4.36,88,100,5.57
502,Balykshi,KZ,2021-01-19 17:01:30,47.0667,51.8667,12.2,85,75,6.71
503,Peniche,PT,2021-01-19 17:01:31,39.3558,-9.3811,55.99,73,99,11.99
504,Schwabisch Hall,DE,2021-01-19 17:01:31,49.1113,9.7391,37.0,93,90,6.91
505,Rogaska Slatina,SI,2021-01-19 17:01:31,46.2375,15.6397,39.0,60,0,13.8
506,Encruzilhada Do Sul,BR,2021-01-19 17:00:20,-30.5439,-52.5219,79.57,46,0,9.75
507,Alta Floresta,BR,2021-01-19 16:59:54,-9.8756,-56.0861,73.63,93,100,3.96
508,Chlorakas,CY,2021-01-19 17:01:31,34.8042,32.4083,55.4,54,75,17.27
509,Bathsheba,BB,2021-01-19 17:01:09,13.2167,-59.5167,84.2,61,40,27.63
510,Pevek,RU,2021-01-19 17:01:32,69.7008,170.3133,-28.64,86,100,3.98
511,Guerrero Negro,MX,2021-01-19 17:01:32,27.9769,-114.0611,64.18,68,63,16.04
512,Vagur,FO,2021-01-19 17:01:32,61.4732,-6.8119,40.42,73,41,10.27
513,Filimonovo,RU,2021-01-19 17:01:32,56.2011,95.4611,4.46,93,100,8.59
514,Datong,CN,2021-01-19 17:01:32,40.0936,113.2914,19.69,78,0,2.37
515,Sarkand,KZ,2021-01-19 17:01:32,45.41,79.9186,35.91,79,92,5.03
516,Guymon,US,2021-01-19 16:59:29,36.6828,-101.4816,32.0,64,90,11.5
517,Sterlibashevo,RU,2021-01-19 17:01:33,53.4376,55.2578,7.32,95,100,5.08
518,Norfolk,US,2021-01-19 17:01:33,42.1668,-71.2495,39.99,45,20,8.05
519,Baruun-Urt,MN,2021-01-19 17:01:33,46.6806,113.2792,0.99,89,6,17.13
520,Kananga,CD,2021-01-19 17:01:33,-5.8958,22.4178,72.55,91,100,1.21
521,Male,MV,2021-01-19 16:59:37,4.1748,73.5089,82.4,83,75,17.27
522,Mayo,US,2021-01-19 17:01:33,38.8876,-76.5119,48.0,42,90,6.91
523,Balabac,PH,2021-01-19 17:01:33,7.9868,117.0645,80.13,83,100,9.33
524,Tandil,AR,2021-01-19 17:00:09,-37.3217,-59.1332,89.01,30,0,12.66
525,Ambilobe,MG,2021-01-19 17:01:34,-13.2,49.05,73.54,94,100,12.21
526,Gawler,AU,2021-01-19 17:01:34,-34.6,138.7333,68.0,48,0,7.0
527,Sitka,US,2021-01-19 17:01:34,57.0531,-135.33,39.2,75,90,13.8
528,Port-Gentil,GA,2021-01-19 16:58:34,-0.7193,8.7815,84.2,74,40,9.22
529,Udachnyy,RU,2021-01-19 17:01:11,66.4167,112.4,-56.06,56,92,2.64
530,Evensk,RU,2021-01-19 17:01:34,61.95,159.2333,-13.65,74,0,11.74
531,Magistralnyy,RU,2021-01-19 17:01:35,56.1725,107.4458,1.53,90,94,4.94
532,Vila Velha,BR,2021-01-19 17:01:35,-20.3297,-40.2925,88.0,55,20,19.57
533,Kysyl-Syr,RU,2021-01-19 17:01:35,63.8986,122.7617,-50.71,74,74,9.04
534,Micula,RO,2021-01-19 17:01:35,47.9,22.95,25.0,93,90,4.61
