City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
432,Broome,US,42.2506,-75.833,21.0,67,90,11.5,light snow
433,Fraga,ES,41.5229,0.3489,46.99,93,75,3.31,broken clouds
434,Sinnar,SD,13.5691,33.5672,77.5,26,0,12.44,clear sky
435,Nyurba,RU,63.2842,118.3319,-53.41,74,74,5.26,broken clouds
436,Avera,US,33.194,-82.5271,59.0,36,1,6.91,clear sky
437,Snezhnogorsk,RU,69.1933,33.2531,5.0,78,75,13.42,snow
438,Hofn,IS,64.2539,-15.2082,34.36,83,100,29.19,overcast clouds
439,Bilma,NE,18.6853,12.9164,61.65,26,0,6.73,clear sky
440,Slatyne,UA,50.2242,36.1608,39.2,100,90,8.95,fog
441,Maroantsetra,MG,-15.4333,49.7333,78.15,81,46,2.3,light rain
442,Pontianak,ID,-0.0333,109.3333,77.0,100,75,4.61,light rain
443,Bellevue,US,47.6104,-122.2007,41.0,81,1,3.44,clear sky
444,Myitkyina,MM,25.3833,97.4,58.84,71,32,1.81,scattered clouds
445,Vero Beach,US,27.6386,-80.3973,75.2,83,90,12.66,overcast clouds
446,Chara,RU,56.9064,118.2631,-25.17,81,44,0.13,scattered clouds
447,Popondetta,PG,-8.7537,148.2534,73.62,92,100,2.84,overcast clouds
448,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.2,54,20,16.11,few clouds
449,Shubarkuduk,KZ,49.1447,56.4872,9.01,94,100,10.58,overcast clouds
450,Samarai,PG,-10.6167,150.6667,82.2,75,100,8.84,moderate rain
451,Altay,CN,47.8667,88.1167,0.18,76,80,2.15,broken clouds
452,Hanyang,CN,32.1371,105.5126,46.65,62,100,3.49,overcast clouds
453,Cherskiy,RU,68.75,161.3,-24.47,86,100,4.43,overcast clouds
454,Buin,CL,-33.7333,-70.75,88.0,39,0,6.91,clear sky
455,Jacareacanga,BR,-6.2222,-57.7528,83.32,87,63,3.04,moderate rain
456,Ust-Tsilma,RU,65.441,52.1498,-7.92,87,100,10.87,overcast clouds
457,Jardim,BR,-21.4803,-56.1381,83.32,73,100,1.9,overcast clouds
458,Wenling,CN,28.3669,121.36,51.01,81,5,11.23,clear sky
459,Safaga,EG,26.7292,33.9365,60.8,51,0,5.75,clear sky
460,Lulea,SE,65.5842,22.1547,10.4,92,90,11.5,overcast clouds
461,Lagoa,PT,39.05,-27.9833,62.29,83,100,13.78,overcast clouds
462,Urman,RU,54.8831,56.8742,9.07,95,100,6.42,snow
463,Ottersberg,DE,53.1,9.15,37.99,93,75,4.61,broken clouds
464,Tautira,PF,-17.7333,-149.15,86.0,66,20,4.61,few clouds
465,Yulara,AU,-25.2406,130.9889,71.6,94,75,8.05,broken clouds
466,Juegang,CN,32.3174,121.1855,37.99,90,52,9.57,broken clouds
467,Suarez,CO,2.954,-76.6964,77.27,68,100,3.42,moderate rain
468,Hastings,GB,50.8552,0.5729,35.01,75,0,1.99,clear sky
469,Palmer,US,42.1584,-72.3287,26.01,46,0,5.01,clear sky
470,Sibolga,ID,1.7427,98.7792,77.22,76,88,2.95,overcast clouds
471,Hamilton,US,39.1834,-84.5333,33.8,40,1,4.61,clear sky
472,Catalina,US,32.5056,-110.9211,64.99,43,0,7.0,clear sky
473,Atbasar,KZ,51.8,68.3333,-18.36,87,96,3.51,overcast clouds
474,Katsuura,JP,35.1333,140.3,39.2,93,75,24.16,light rain
475,Jalu,LY,29.0331,21.5482,51.96,44,0,8.55,clear sky
476,Camuy,PR,18.4838,-66.8449,84.0,69,1,12.66,clear sky
477,Da Nang,VN,16.0678,108.2208,68.0,88,75,1.14,broken clouds
478,Remanso,BR,-9.6179,-42.0831,82.13,50,98,4.38,overcast clouds
479,Ayorou,NE,14.7308,0.9174,74.03,17,0,9.46,clear sky
480,Acarau,BR,-2.8856,-40.12,83.05,69,47,15.3,scattered clouds
481,Grootfontein,NA,-19.5667,18.1167,71.6,83,100,4.61,light rain
482,Oranjestad,AW,12.524,-70.027,84.2,70,20,21.85,few clouds
483,Pedasi,PA,7.5333,-80.0333,82.2,72,9,12.1,clear sky
484,Katangli,RU,51.7102,143.2326,-2.63,87,100,4.61,overcast clouds
485,Uray,RU,60.1247,64.7758,-35.48,83,0,3.18,clear sky
486,Washington,US,47.5001,-120.5015,30.99,74,1,2.91,clear sky
487,Brae,GB,60.3964,-1.353,39.2,70,75,10.36,broken clouds
488,Abaete,BR,-19.16,-45.4458,81.77,58,0,5.55,clear sky
489,Kavaratti,IN,10.5669,72.642,81.05,73,73,9.91,broken clouds
490,Ketchikan,US,55.3422,-131.6461,32.0,100,90,5.75,mist
491,Palana,RU,59.1167,159.9667,-3.73,96,100,2.66,overcast clouds
492,La Asuncion,VE,11.0333,-63.8628,79.41,78,41,16.55,scattered clouds
493,Labuhan,ID,-6.8844,112.2051,78.53,82,100,5.08,heavy intensity rain
494,Kiunga,PG,-6.1219,141.2906,71.06,98,100,4.0,moderate rain
495,Drexel Heights,US,32.1412,-111.0284,64.99,36,40,11.5,scattered clouds
496,Leh,IN,34.1667,77.5833,13.59,82,100,4.43,light snow
497,Ippy,CF,6.2679,21.2247,78.94,23,99,2.44,overcast clouds
498,Ballina,AU,-28.8667,153.5667,64.4,94,34,6.67,scattered clouds
499,Svetlyy,RU,54.675,20.1347,39.2,93,40,8.95,scattered clouds
500,Aljezur,PT,37.3191,-8.8033,59.0,100,96,5.99,overcast clouds
501,Dunedin,NZ,-45.8742,170.5036,57.18,53,68,6.8,broken clouds
502,Koumac,NC,-20.5667,164.2833,78.26,80,100,9.06,overcast clouds
503,Cap Malheureux,MU,-19.9842,57.6142,79.0,77,0,1.99,clear sky
504,Kartaly,RU,53.0522,60.6467,-12.86,89,98,7.61,overcast clouds
505,Fengxian,CN,34.7039,116.5872,42.01,66,100,4.43,overcast clouds
506,Steamboat Springs,US,40.485,-106.8317,35.01,80,90,3.44,light snow
507,Paraguacu,BR,-21.5472,-45.7375,75.22,80,100,5.06,overcast clouds
508,Flin Flon,CA,54.7682,-101.865,-7.6,64,75,10.36,snow
509,Matara,LK,5.9485,80.5353,72.9,88,0,8.7,clear sky
510,Tessalit,ML,20.1986,1.0114,67.03,18,0,10.6,clear sky
511,Yerofey Pavlovich,RU,53.9667,121.9667,-15.7,84,99,1.92,overcast clouds
512,Pachino,IT,36.7186,15.0907,46.99,87,6,5.75,clear sky
513,Gogrial,SS,8.5332,28.1004,76.46,26,25,5.86,scattered clouds
514,Sarkand,KZ,45.41,79.9186,14.29,82,100,6.64,light snow
515,Cedar City,US,37.6775,-113.0619,33.8,69,1,11.5,clear sky
516,Vulcanesti,MD,45.6842,28.4028,45.75,84,95,12.64,overcast clouds
517,Alpena,US,45.0617,-83.4327,21.99,73,90,8.39,overcast clouds
518,Izhma,RU,65.0083,53.9113,-9.74,87,100,9.06,overcast clouds
519,Mpongwe,ZM,-13.5091,28.155,63.55,98,100,3.11,overcast clouds
520,Banda Aceh,ID,5.5577,95.3222,77.27,82,76,7.99,broken clouds
521,Ciampino,IT,41.8016,12.6066,55.0,76,40,8.05,scattered clouds
522,Belaya Gora,RU,68.5333,146.4167,-34.78,83,100,4.12,overcast clouds
523,Mastic Beach,US,40.7668,-72.8521,33.8,32,1,17.27,clear sky
524,Katobu,ID,-4.9408,122.5276,75.94,92,100,0.63,moderate rain
525,Urumqi,CN,43.801,87.6005,14.0,85,0,4.47,clear sky
526,Dukat,RU,62.55,155.55,-34.94,81,100,3.98,overcast clouds
527,Kirakira,SB,-10.4544,161.9205,81.18,74,100,5.73,overcast clouds
528,Cabedelo,BR,-6.9811,-34.8339,82.4,69,75,16.11,light rain
529,Huntington,US,38.4193,-82.4452,35.01,37,1,3.51,clear sky
530,Saint-Augustin,CA,51.226,-58.6502,31.64,99,100,9.28,overcast clouds
531,Korla,CN,41.7597,86.1469,26.55,89,100,5.46,overcast clouds
532,Totolapan,MX,18.5167,-96.1833,84.2,65,90,6.91,overcast clouds
533,Porto Walter,BR,-8.2686,-72.7439,81.21,75,99,2.55,light rain
534,Shar,KZ,49.5886,81.0453,5.95,93,100,6.31,overcast clouds
535,Lorengau,PG,-2.0226,147.2712,80.29,73,88,3.98,overcast clouds
536,Solnechnyy,RU,50.7214,136.6319,-1.88,88,75,1.03,broken clouds
537,Pucallpa,PE,-8.3791,-74.5539,84.2,70,75,3.44,moderate rain
538,Jatai,BR,-17.8814,-51.7144,81.7,67,52,5.84,broken clouds
539,Elizabeth City,US,36.2946,-76.2511,44.6,31,1,14.97,clear sky
540,Xai-Xai,MZ,-25.0519,33.6442,80.1,82,100,10.89,overcast clouds
541,Glenwood Springs,US,39.5505,-107.3248,35.01,86,90,11.5,light snow
542,Belmonte,BR,-15.8631,-38.8828,82.4,74,90,3.44,overcast clouds
543,Salalah,OM,17.0151,54.0924,71.6,26,0,11.5,clear sky
544,Malanje,AO,-9.5402,16.341,65.19,97,100,4.34,overcast clouds
545,Sindou,BF,10.6667,-5.1667,76.6,16,6,6.24,clear sky
546,Palamos,ES,41.8484,3.1291,54.0,24,100,12.17,overcast clouds
547,Veraval,IN,20.9,70.3667,67.46,73,0,11.27,clear sky
548,Kundiawa,PG,-6.0167,144.9667,62.19,80,99,0.58,overcast clouds
549,Morondava,MG,-20.2833,44.2833,83.84,79,70,17.07,moderate rain
550,College,US,64.8569,-147.8028,21.99,78,75,2.53,broken clouds
551,Port Moresby,PG,-9.4431,147.1797,77.0,94,40,11.5,light rain
552,Karakol,KG,42.4907,78.3936,10.89,93,100,2.06,light snow
553,Byron Bay,AU,-28.65,153.6167,64.4,94,45,5.79,scattered clouds
554,Togur,RU,58.3631,82.8265,-44.95,78,31,6.2,scattered clouds
555,Kadoma,JP,34.7333,135.5833,45.0,98,100,8.37,light rain
556,Calvinia,ZA,-31.4707,19.776,68.38,35,2,7.4,clear sky
557,Coihaique,CL,-45.5752,-72.0662,68.0,22,0,11.5,clear sky
558,Kahului,US,20.8947,-156.47,77.0,65,40,18.41,scattered clouds
559,Nacala,MZ,-14.5428,40.6728,79.75,85,100,6.98,overcast clouds
560,Tshela,CD,-4.9833,12.9333,71.44,93,100,1.3,overcast clouds
561,Camacha,PT,33.0833,-16.3333,62.6,88,40,4.61,scattered clouds
562,Ostersund,SE,63.1792,14.6357,15.8,92,90,4.61,overcast clouds
563,Aksu,CN,41.1231,80.2644,20.64,88,0,4.21,clear sky
564,Nieves,PH,15.3274,120.9485,75.2,94,75,2.3,broken clouds
565,Nizwa,OM,22.9333,57.5333,55.53,58,0,2.21,clear sky
566,Kyabe,TD,9.4515,18.9449,80.76,20,19,4.5,few clouds
567,Buchmany,UA,51.0689,28.0421,34.59,89,68,8.48,broken clouds
568,Egvekinot,RU,66.3167,-179.1667,-15.61,88,0,1.61,clear sky
569,Yatou,CN,37.15,122.3833,34.41,94,37,7.18,scattered clouds
570,Luanda,AO,-8.8368,13.2343,78.8,78,0,6.91,clear sky
571,Eydhafushi,MV,5.1033,73.0708,82.83,70,63,8.59,broken clouds
572,Inverell,AU,-29.7833,151.1167,55.0,91,0,1.01,clear sky
573,Englewood,US,39.6478,-104.9878,50.0,34,20,10.36,few clouds
574,Coffs Harbour,AU,-30.3,153.1333,68.0,83,0,10.36,clear sky
575,Champerico,GT,14.3,-91.9167,89.6,45,40,6.91,scattered clouds
576,Ihlow,DE,51.8833,13.3333,33.01,100,75,3.44,fog
577,Issoire,FR,45.55,3.25,41.0,65,75,12.66,broken clouds
578,Awash,ET,8.9833,40.1667,68.58,25,5,2.59,clear sky
579,Majene,ID,-3.5403,118.9707,78.24,75,100,3.27,overcast clouds
580,Gidole,ET,5.65,37.3667,60.4,79,98,4.7,light rain
581,Klaksvik,FO,62.2266,-6.589,30.2,86,75,3.56,light rain
582,Dalby,AU,-27.1833,151.2667,64.0,92,28,7.47,scattered clouds
583,Maryville,US,35.7565,-83.9705,46.99,25,1,12.66,clear sky
584,Igrim,RU,63.1906,64.4162,-38.9,81,14,1.5,few clouds
585,Kadaya,RU,50.9327,119.2911,-1.71,92,95,1.83,overcast clouds
586,Margate,GB,51.3813,1.3862,37.99,71,0,5.99,clear sky
587,Ishigaki,JP,24.3448,124.1572,65.71,81,100,26.82,overcast clouds
588,Zolotyy Potik,UA,48.9095,25.3393,39.99,89,100,6.06,overcast clouds
589,Islamkot,PK,24.6997,70.177,61.83,18,0,11.21,clear sky
590,Qaqortoq,GL,60.7167,-46.0333,28.4,31,1,18.41,clear sky
591,Weiser,US,44.251,-116.9693,41.0,52,1,19.57,clear sky
592,Itaituba,BR,-4.2761,-55.9836,93.2,55,40,11.5,scattered clouds
593,Bairiki,KI,1.3292,172.9752,78.8,78,40,8.05,scattered clouds
594,Tucuman,AR,-26.8241,-65.2226,95.0,41,20,6.91,few clouds
595,Wewak,PG,-3.5534,143.6268,79.61,76,73,4.52,broken clouds
596,Belle Fourche,US,44.6714,-103.8522,32.0,74,90,8.05,overcast clouds
597,Abnub,EG,27.2696,31.1511,53.6,62,0,6.26,clear sky
598,Oistins,BB,13.0667,-59.5333,82.4,61,20,14.97,few clouds
599,Port Macquarie,AU,-31.4333,152.9167,62.01,99,8,9.28,clear sky
600,Quesnel,CA,52.9999,-122.5029,12.2,85,90,11.5,light snow
601,Namie,JP,37.4833,141.0,37.99,73,100,13.33,overcast clouds
602,Lagoa Santa,BR,-19.6272,-43.8897,82.4,42,40,11.5,scattered clouds
603,Worland,US,44.0169,-107.9554,28.99,80,90,3.44,light snow
604,Yuancheng,CN,36.652,107.7896,30.42,90,100,3.53,overcast clouds
605,The Pas,CA,53.8251,-101.2541,-5.8,77,90,11.5,overcast clouds
606,Sierra Vista,US,31.5545,-110.3037,57.2,28,1,12.66,clear sky
607,Sai Buri,TH,6.7013,101.6168,74.73,89,36,8.88,scattered clouds
608,Honiara,SB,-9.4333,159.95,77.13,75,100,0.6,overcast clouds
609,Santa Marta De Tormes,ES,40.9506,-5.6272,51.8,93,75,28.77,broken clouds
610,Kukes,AL,42.0769,20.4219,43.0,79,100,7.56,overcast clouds
611,Saint-Francois,FR,46.4154,3.9054,39.2,87,75,9.22,broken clouds
612,Kandrian,PG,-6.2167,149.55,76.95,78,100,9.13,overcast clouds
613,Sioux Lookout,CA,50.1001,-91.917,10.4,72,90,4.61,light snow
614,Den Helder,NL,52.9599,4.7593,39.0,87,90,4.61,overcast clouds
615,Myre,NO,69.1036,15.9492,21.2,68,1,12.66,clear sky
616,Omagh,GB,54.6,-7.3,30.24,97,80,3.58,broken clouds
617,Tahta,EG,26.7693,31.5021,53.6,47,0,4.61,clear sky
618,Batticaloa,LK,7.7102,81.6924,76.32,76,0,7.05,clear sky
619,Launceston,AU,-41.45,147.1667,57.99,94,75,8.05,fog
620,Florianopolis,BR,-27.6146,-48.5012,80.01,88,75,5.75,broken clouds
621,Pacific Grove,US,36.6177,-121.9166,53.01,76,1,6.91,clear sky
622,Hatillo,PR,18.4863,-66.8254,84.0,69,1,12.66,clear sky
623,Varhaug,NO,58.6147,5.6457,32.0,93,75,2.3,broken clouds
624,Zinder,NE,13.8072,8.9881,67.77,21,0,10.22,clear sky
625,Nowy Dwor Gdanski,PL,54.2131,19.1177,37.4,93,90,13.8,mist
626,Kikwit,CD,-5.041,18.8162,69.6,93,100,1.34,overcast clouds
627,Klyuchi,RU,52.2667,79.1667,-0.18,93,100,6.17,overcast clouds
628,Bara,NG,10.3744,10.7288,74.62,20,100,7.65,overcast clouds
629,Shimoda,JP,34.6667,138.95,37.0,95,100,5.99,light rain
630,Gushikawa,JP,26.3544,127.8686,68.0,77,75,19.57,broken clouds
631,Stanesti,RO,43.9167,25.8333,45.0,94,100,5.23,overcast clouds
632,Nokaneng,BW,-19.6667,22.2667,73.54,53,89,5.14,overcast clouds
633,Touros,BR,-5.1989,-35.4608,82.4,65,40,13.8,scattered clouds
634,Lakewood,US,39.7047,-105.0814,48.0,42,26,1.99,scattered clouds
635,Port Hedland,AU,-20.3167,118.5667,82.4,65,5,12.66,clear sky
636,Gat,IL,31.61,34.7642,53.01,46,0,1.5,clear sky
637,Ngunguru,NZ,-35.6167,174.5,64.99,84,13,7.0,few clouds
638,Buala,SB,-8.145,159.5921,78.62,69,76,3.83,broken clouds
639,Urusha,RU,54.05,122.9,-19.89,84,42,2.59,scattered clouds
640,Biak,ID,-0.9131,122.8766,77.4,77,100,4.88,overcast clouds
641,Kalmunai,LK,7.4167,81.8167,75.18,79,0,5.88,clear sky
642,Kudahuvadhoo,MV,2.6708,72.8944,83.34,64,98,5.57,overcast clouds
643,Scarborough,GB,54.2797,-0.4044,30.0,88,88,9.78,overcast clouds
644,Ambovombe,MG,-25.1667,46.0833,78.57,85,29,13.09,scattered clouds
645,Bonavista,CA,48.6499,-53.1147,26.01,86,50,6.91,scattered clouds
646,Bracebridge,CA,45.0334,-79.3163,8.6,72,1,9.22,clear sky
647,Morgan City,US,29.6994,-91.2068,62.01,100,90,9.22,mist
648,Arlit,NE,18.7369,7.3853,66.49,21,0,10.85,clear sky
649,Yangambi,CD,0.8102,24.4336,75.52,60,38,1.86,scattered clouds
650,Alenquer,BR,-1.9417,-54.7383,86.0,70,20,9.22,few clouds
651,Sinnamary,GF,5.3833,-52.95,78.64,88,100,12.64,light rain
652,Pillaro,EC,-1.1667,-78.5333,62.6,63,75,19.57,light rain
653,Gimbi,ET,9.1667,35.8333,57.34,80,13,3.06,few clouds
654,Bonnyville,CA,54.2668,-110.735,-14.8,58,20,0.25,few clouds
655,Sambava,MG,-14.2667,50.1667,77.52,87,49,6.33,light rain
656,Orange Walk,BZ,17.8333,-88.8333,84.99,74,75,6.91,broken clouds
657,Rocha,UY,-34.4833,-54.3333,85.3,52,7,15.32,clear sky
658,Birjand,IR,32.8663,59.2211,21.2,18,0,4.61,clear sky
659,Maragogi,BR,-9.0122,-35.2225,80.04,73,68,11.74,broken clouds
660,Esperance,AU,-33.8667,121.9,62.6,94,75,8.05,broken clouds
661,Carbonia,IT,39.1672,8.5222,55.4,71,0,16.11,clear sky
662,Rio Gallegos,AR,-51.6226,-69.2181,68.0,21,40,3.44,scattered clouds
663,Coahuayana,MX,18.7333,-103.6833,87.8,35,75,6.2,broken clouds
664,Kyshtovka,RU,56.555,76.6271,-41.53,79,7,5.88,clear sky
665,Turan,VN,16.0678,108.2208,68.0,88,75,1.14,broken clouds
666,Mayumba,GA,-3.432,10.6554,77.22,87,100,3.71,overcast clouds
667,Beringovskiy,RU,63.05,179.3167,-9.06,88,0,2.08,clear sky
668,Roberval,CA,48.5168,-72.2324,12.2,67,20,17.27,few clouds
669,Varadero,CU,23.1536,-81.2514,78.8,61,20,9.22,few clouds
670,Nisia Floresta,BR,-6.0911,-35.2086,84.2,65,40,13.8,scattered clouds
671,Usinsk,RU,65.9939,57.5281,-21.53,84,92,10.02,overcast clouds
672,Nardo,IT,40.1751,18.0297,54.0,62,39,13.44,scattered clouds
673,Ucar,AZ,40.519,47.6542,26.6,86,0,3.44,clear sky
674,Kaka,TM,37.3482,59.6143,33.57,81,0,6.93,clear sky
675,Mitsamiouli,KM,-11.3847,43.2844,81.93,71,100,5.19,overcast clouds
676,Vostok,RU,46.4856,135.8833,3.63,87,0,5.3,clear sky
677,Songjianghe,CN,42.1859,127.479,18.34,93,0,4.79,clear sky
678,Lavumisa,SZ,-27.31,31.892,82.4,74,71,1.14,broken clouds
679,Winslow,US,35.0242,-110.6974,53.6,40,75,20.71,broken clouds
680,Alamos,MX,27.0167,-108.9333,69.01,65,100,3.0,overcast clouds
681,Cherat,PK,33.8233,71.8915,46.4,46,1,4.61,haze
682,Hay River,CA,60.8156,-115.7999,-16.6,76,25,3.44,scattered clouds
683,Machali,CL,-34.1833,-70.6667,80.6,50,0,8.59,clear sky
684,Emerald,AU,-23.5333,148.1667,69.8,83,0,5.75,clear sky
685,Nakhodka,RU,42.8333,132.8947,19.62,85,0,5.08,clear sky
686,Mount Gambier,AU,-37.8333,140.7667,62.6,82,100,4.61,moderate rain
687,Arinos,BR,-15.9169,-46.1056,82.17,57,79,5.35,broken clouds
688,Searcy,US,35.2506,-91.7363,42.8,42,90,10.36,overcast clouds
689,Srednekolymsk,RU,67.45,153.6833,-29.74,84,100,8.41,overcast clouds
690,Panjab,AF,34.388,67.0233,-0.83,71,0,6.04,clear sky
691,Aja,EG,30.9415,31.2915,46.87,74,0,3.2,clear sky
692,Kapit,MY,2.0167,112.9333,72.5,94,100,0.69,overcast clouds
693,Adrar,MR,20.5022,-10.0711,68.58,19,11,9.66,few clouds
694,Stornoway,GB,58.2093,-6.3865,32.0,93,75,3.44,broken clouds
695,Sabana De Torres,CO,7.3915,-73.4957,77.0,83,75,6.91,light intensity drizzle
696,George,ZA,-33.963,22.4617,66.2,94,90,11.5,drizzle
697,Thunder Bay,CA,48.4001,-89.3168,17.6,73,90,8.05,overcast clouds
698,Mikumi,TZ,-7.4041,36.9831,70.43,92,95,4.36,overcast clouds
699,Saint-Joseph,RE,-21.3667,55.6167,80.6,74,0,5.75,clear sky
700,Ginda,IN,30.6945,78.4932,41.7,62,81,3.94,light rain
701,Swan Hill,AU,-35.3378,143.5544,73.98,31,83,6.8,broken clouds
702,Shu,KZ,43.5983,73.7614,19.0,55,100,4.0,overcast clouds
703,Isangel,VU,-19.55,169.2667,77.23,89,100,7.29,overcast clouds
704,Moroni,KM,-11.7022,43.2551,79.66,74,100,4.61,overcast clouds
705,Voh,NC,-20.9667,164.7,75.33,86,84,5.59,broken clouds
706,Baykit,RU,61.67,96.37,-31.4,78,100,2.24,overcast clouds
707,Nelson Bay,AU,-32.7167,152.15,71.01,77,0,11.12,light rain
708,Ostrovnoy,RU,68.0531,39.5131,4.71,93,100,18.14,snow
709,Bang Saphan,TH,11.2126,99.5117,69.71,85,21,3.67,few clouds
710,Whitehorse,CA,60.7161,-135.0538,5.0,85,90,5.75,light snow
711,Joshimath,IN,30.5667,79.5667,39.99,62,44,2.48,scattered clouds
712,Marawi,PH,7.9986,124.2928,73.99,93,100,4.0,overcast clouds
713,Camopi,GF,3.1655,-52.3158,77.09,94,100,4.23,overcast clouds
714,Cozumel,MX,20.5083,-86.9458,84.2,65,75,9.22,broken clouds
715,Green River,US,41.5286,-109.4662,24.8,86,90,17.27,snow
716,Truckee,US,39.328,-120.1833,33.01,80,90,8.05,overcast clouds
717,Monrovia,LR,6.3005,-10.7969,78.8,94,20,9.8,mist
718,Vuktyl,RU,63.8567,57.3094,-12.91,84,100,4.61,overcast clouds
719,Portoferraio,IT,42.8115,10.3146,55.99,62,16,5.01,few clouds
720,Sorong,ID,-0.8833,131.25,79.23,83,74,3.74,broken clouds
721,Asau,RO,46.4333,26.4,39.99,60,93,4.12,overcast clouds
722,Mustasaari,FI,63.1142,21.6822,35.6,93,90,9.22,overcast clouds
